"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"JHIN","PÚBLICO ENTREGADO","false","E","Jhin coloca una trampa de loto invisible que florece al pasar sobre ella. Ralentiza a los enemigos cercanos antes de infligir daño con una explosión de pétalos serrados. Belleza en la muerte: Cuando Jhin mate a un campeón enemigo, florecerá una trampa de loto junto a su cadáver.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0202/ability_0202_E1.mp4"
"JHIN","ABAJO EL TELÓN","false","R","Jhin concentra su energía y transforma Susurro en un megacañón de hombro capaz de realizar 4 superdisparos de gran alcance, que atraviesan a los súbditos y a los monstruos pero se detienen en el primer campeón impactado. Susurro incapacita a los enemigos impactados, los ralentiza e inflige daño de ejecución. El cuarto disparo se prepara con sumo cuidado, tiene una potencia épica y garantiza un impacto crítico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0202/ability_0202_R1.mp4"
"JINX","¡A TOPE!","true","p","Jinx recibe un gran aumento de velocidad de movimiento y velocidad de ataque cuando ayuda a matar a un campeón enemigo, a un monstruo épico de la jungla o a destruir una estructura.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0222/ability_0222_P1.mp4"
"JINX","¡CAMBIAZO!","false","Q","Jinx modifica sus ataques básicos al alternar entre Pium Pium, su ametralladora, y Espinas, su lanzacohetes. Los ataques con Pium Pium otorgan velocidad de ataque, mientras que con Espinas inflige daño en área e incrementa su alcance, pero drena maná y ataca más despacio.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0222/ability_0222_Q1.mp4"
"JINX","¡ZAP!","false","W","Jinx usa a Chispita, su pistola de rayos, para disparar un rayo que ralentiza e inflige daño al primer enemigo que golpea, revelándolo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0222/ability_0222_W1.mp4"
"JINX","¡MASCAFUEGOS!","false","E","Jinx lanza una hilera de granadas paralizantes que explotan tras 5 s y envuelven en llamas a los enemigos circundantes. Las Mascafuegos morderán e inmovilizarán a los campeones enemigos que pasen por encima de ellas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0222/ability_0222_E1.mp4"
"JINX","¡SUPERMEGACOHETE MORTAL!","false","R","Jinx dispara un supercohete por todo el mapa que va aumentando su daño a medida que avanza. El cohete explotará al impactar contra un campeón enemigo y tanto este como los enemigos circundantes recibirán una cantidad de daño proporcional a la vida que les falte en ese momento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0222/ability_0222_R1.mp4"
"K'SANTE","INSTINTO INTRÉPIDO","true","p","Las habilidades de K'Sante marcan a los objetivos para que reciban más daño de su siguiente ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0897/ability_0897_P1.mp4"
"K'SANTE","GOLPES DE NTOFO","false","Q","Golpea con un arma hacia delante, lo que inflige daño y ralentiza a todos los enemigos en una corta línea. Al golpear, otorga una acumulación durante unos cuantos segundos. Con dos acumulaciones, esta habilidad emite una onda de choque que atrae a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0897/ability_0897_Q1.mp4"
"K'SANTE","PIONERO","false","W","K'Sante carga antes de deslizarse. K'Sante es imparable y recibe menos daño mientras carga. Empuja a los enemigos golpeados hasta el final del recorrido del deslizamiento y los aturde.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0897/ability_0897_W1.mp4"
"K'SANTE","JUEGO DE PIES","false","E","K'Sante se deslizará hacia un aliado y ambos obtendrán un escudo. Si no hay aliados, K'Sante seguirá desplazándose hacia la ubicación con un alcance reducido y obtendrá un escudo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0897/ability_0897_E1.mp4"
"K'SANTE","ÓRDAGO","false","R","K'Sante golpea a un enemigo y lo empuja. Si el enemigo golpea un muro, lo atravesará y sufrirá más daño. K'Sante aparecerá detrás del objetivo y obtendrá los efectos de Órdago, lo que reduce su defensa pero aumenta enormemente su daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0897/ability_0897_R1.mp4"
"KAI'SA","SEGUNDA PIEL","true","p","Los ataques básicos de Kai'Sa acumulan Plasma, lo que inflige daño mágico adicional en aumento. Los efectos de inmovilización de los aliados ayudan a acumular Plasma. Además, los objetos que Kai'Sa compre mejoran sus hechizos básicos y les otorgan propiedades más potentes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0145/ability_0145_P1.mp4"
"KAI'SA","LLUVIA DE ICATHIA","false","Q","Kai'Sa libera una ráfaga de proyectiles que buscan campeones enemigos cercanos. Arma viviente: Lluvia de Icathia mejora y dispara más misiles.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0145/ability_0145_Q1.mp4"
"KAI'SA","BUSCADOR DEL VACÍO","false","W","Kai'Sa dispara un misil de largo alcance y marca a los enemigos con la pasiva. Arma viviente: Buscador del Vacío mejora y aplica más acumulaciones de la pasiva, además de reducir el enfriamiento al golpear a un campeón.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0145/ability_0145_W1.mp4"
"KAI'SA","SUPERCARGA","false","E","Kai'Sa aumenta brevemente su velocidad de movimiento y después su velocidad de ataque. Arma viviente: Supercarga mejora y otorga brevemente invisibilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0145/ability_0145_E1.mp4"
"KAI'SA","INSTINTO ASESINO","false","R","Kai'Sa se desliza cerca de un campeón enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0145/ability_0145_R1.mp4"
"KALISTA","APLOMO MARCIAL","true","p","Si Kalista da una orden de movimiento mientras prepara un ataque básico o Atravesar, al asestar el golpe recorrerá una corta distancia en la dirección indicada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0429/ability_0429_P1.mp4"
"KALISTA","ATRAVESAR","false","Q","Arroja una veloz lanza que atraviesa a los enemigos que asesina.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0429/ability_0429_Q1.mp4"
"KALISTA","CENTINELA","false","W","Obtiene daño adicional cuando Kalista y su Juramentado golpean al mismo objetivo. Actívala para enviar un alma a patrullar una zona. El alma revelará la zona que tiene delante.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0429/ability_0429_W1.mp4"
"KALISTA","DESGARRAR","false","E","Cuando ataca, atraviesa a sus enemigos con lanzas. Actívala para arrancarlas, lo que ralentiza a las víctimas y les causa daño en función del nivel.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0429/ability_0429_E1.mp4"
"KALISTA","LLAMADA DEL DESTINO","false","R","Kalista teleporta al Juramentado hasta sí. Este adquiere la capacidad de lanzarse hacia una posición y derribar a los campeones enemigos con los que se encuentra.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0429/ability_0429_R1.mp4"
"KARMA","FUEGO REUNIFICADOR","true","p","Las habilidades de daño de Karma reducen el enfriamiento de Mantra.",
"KARMA","LLAMA INTERIOR","false","Q","Karma lanza una bola de energía espiritual que explota e inflige daño al golpear a una unidad enemiga. Bonificación de Mantra: Además de la explosión, Mantra aumenta el poder destructivo de Llama interior, lo que crea una onda abrasiva que inflige daño tras unos instantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0043/ability_0043_Q1.mp4"
"KARMA","RESOLUCIÓN CONCENTRADA","false","W","Karma crea un vínculo entre el objetivo enemigo y ella que inflige daño y lo revela. Si no se rompe el vínculo, el objetivo queda inmovilizado y vuelve a recibir daño. Bonificación de Mantra: Karma fortalece el vínculo, lo que, además de curarla, amplía la duración de la inmovilización.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0043/ability_0043_W1.mp4"
"KARMA","INSPIRACIÓN","false","E","Karma invoca un escudo protector que absorbe el daño recibido y aumenta la velocidad de movimiento del aliado protegido. Bonificación de Mantra: El objetivo irradia energía, lo que refuerza el escudo inicial y aplica Inspiración a los campeones aliados cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0043/ability_0043_E1.mp4"
"KARMA","MANTRA","false","R","Karma potencia su siguiente habilidad para conseguir un efecto adicional. Mantra está disponible al nivel 1 y no necesita puntos de habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0043/ability_0043_R1.mp4"
"KARTHUS","DESAFÍO A LA MUERTE","true","p","Al morir, Karthus adopta una forma de espíritu que le permite seguir lanzando hechizos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0030/ability_0030_P1.mp4"
"KARTHUS","SEMBRAR LA DESTRUCCIÓN","false","Q","Karthus desata una explosión retardada en una ubicación, lo que daña a los enemigos cercanos. El daño infligido aumenta contra enemigos aislados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0030/ability_0030_Q1.mp4"
"KARTHUS","MURO DE DOLOR","false","W","Karthus crea una pantalla traspasable que roba energía. Cualquier enemigo que la atraviese verá reducidas durante un período de tiempo su velocidad de movimiento y su resistencia mágica.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0030/ability_0030_W1.mp4"
"KARTHUS","PROFANACIÓN","false","E","Karthus roba energía de forma pasiva a sus víctimas, cuyas muertes le proporcionan maná. También puede optar por rodearse con las almas de sus presas, lo que inflige daño a los enemigos cercanos a costa de un alto coste de maná.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0030/ability_0030_E1.mp4"
"KARTHUS","RÉQUIEM","false","R","Tras concentrar su poder durante 3 s, Karthus inflige daño a todos los campeones enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0030/ability_0030_R1.mp4"
"KASSADIN","PIEDRA DEL VACÍO","true","p","Kassadin recibe menos daño mágico e ignora la colisión con unidades.",
"KASSADIN","ESFERA NEGATIVA","false","Q","Kassadin dispara una esfera de energía del Vacío contra un objetivo que inflige daño e interrumpe canalizaciones. El excedente de energía envuelve a Kassadin y le otorga un escudo temporal que absorbe daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0038/ability_0038_Q1.mp4"
"KASSADIN","CUCHILLA INFERNAL","false","W","Pasiva: Los ataques básicos de Kassadin infligen daño mágico adicional. Activa: Los ataques básicos de Kassadin infligen bastante daño mágico adicional y restauran maná.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0038/ability_0038_W1.mp4"
"KASSADIN","PULSO DE FUERZA","false","E","Kassadin extrae energía de los hechizos lanzados cerca de él. Al cargarse, Kassadin puede utilizar Pulso de fuerza para infligir daño y ralentizar a los enemigos que se encuentren en un cono frente a él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0038/ability_0038_E1.mp4"
"KASSADIN","CAMINO DEL VACÍO","false","R","Kassadin se teleporta a un lugar cercano e inflige daño a las unidades enemigas cercanas. Si se utiliza repetidamente Camino del Vacío en poco tiempo, costará más maná, pero también infligirá daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0038/ability_0038_R1.mp4"
"KATARINA","ANSIA","true","p","Cuando muere un campeón que haya recibido daño de Katarina en los últimos segundos, el enfriamiento de sus habilidades se reduce drásticamente. Si Katarina recoge una daga, la usa para acuchillar a todos los enemigos cercanos, lo que inflige daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0055/ability_0055_P1.mp4"
"KATARINA","HOJA REBOTANTE","false","Q","Katarina lanza al objetivo una daga que rebota hacia los enemigos cercanos antes de caer al suelo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0055/ability_0055_Q1.mp4"
"KATARINA","PREPARACIÓN","false","W","Katarina obtiene un aumento de velocidad de movimiento y lanza una daga al aire encima de ella.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0055/ability_0055_W1.mp4"
"KATARINA","VELOCIDAD DEL RAYO","false","E","Katarina aparece junto al objetivo. Lo golpea si es un enemigo o, de lo contrario, golpea al enemigo más cercano.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0055/ability_0055_E1.mp4"
"KATARINA","LOTO MORTAL","false","R","Katarina despide una ráfaga de hojas e inflige gran cantidad de daño mágico a los 3 campeones enemigos más cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0055/ability_0055_R1.mp4"
"KAYLE","ASCENSO DIVINO","true","p","Al subir de nivel y gastar puntos de habilidad, Kayle recibe apoyo divino en sus ataques. Sus alas prenden en llamas mientras, de forma progresiva, obtiene velocidad de ataque, velocidad de movimiento, alcance de ataque y ondas de fuego con sus ataques.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0010/ability_0010_P1.webm"
"KAYLE","RÁFAGA RADIANTE","false","Q","Kayle invoca un portal que lanza una espada celestial que atraviesa a los enemigos, lo que reduce las resistencias de todos los enemigos golpeados, quedan ralentizados y reciben daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0010/ability_0010_Q1.mp4"
"KAYLE","GRACIA CELESTIAL","false","W","Bendecida por lo divino, Kayle se cura a sí misma y al aliado más cercano, y ambos obtienen velocidad de movimiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0010/ability_0010_W1.mp4"
"KAYLE","FILO PURIFICADOR","false","E","Pasiva: Virtud, la espada celestial de Kayle, inflige daño mágico adicional a los enemigos que ataca. Activa: el próximo ataque de Kayle aplasta a su objetivo con fuego celestial e inflige daño mágico adicional en proporción a la vida que le falte.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0010/ability_0010_E1.mp4"
"KAYLE","VEREDICTO DIVINO","false","R","Kayle vuelve invulnerable a un aliado e invoca al antiguo Aspecto de la Justicia para que purifique con una lluvia de espadas sagradas la zona que rodea al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0010/ability_0010_R1.mp4"
"KAYN","LA GUADAÑA DE LOS OSCUROS","true","p","Kayn es portador de un arma muy antigua y lucha contra Rhaast, el oscuro que alberga, en un tira y afloja por hacerse con el control. O Rhaast el oscuro triunfará o Kayn conseguirá dominarlo y se convertirá en el Asesino de las sombras. Oscuro: Se cura un porcentaje del daño de hechizos infligido a campeones. Asesino de las sombras: Inflige daño adicional durante los primeros segundos en combate contra campeones enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0141/ability_0141_P1.mp4"
"KAYN","CORTE DE GUADAÑA","false","Q","Kayn se desliza y luego ataca. Ambas acciones infligen daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0141/ability_0141_Q1.mp4"
"KAYN","GOLPE DE HOJA","false","W","Kayn daña y ralentiza a los objetivos en una línea.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0141/ability_0141_W1.mp4"
"KAYN","PASOS DE SOMBRA","false","E","Kayn puede atravesar obstáculos de terreno.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0141/ability_0141_E1.mp4"
